time,cloud_cover (%),wind_speed_100m (km/h)
2023-02-04T14:00,100,20
2023-02-04T15:00,100,22.7
2023-02-04T16:00,77,26.7
2023-02-04T17:00,64,26.1
2023-02-04T18:00,63,23.9
2023-02-04T19:00,100,19.6
2023-02-04T20:00,100,20.7
2023-02-04T21:00,100,21.1
2023-02-04T22:00,100,22.2
2023-02-04T23:00,100,23.2
2023-02-05T00:00,100,30.1
2023-02-05T01:00,100,30.8
2023-02-05T02:00,32,36.9
2023-02-05T03:00,93,34.1
2023-02-05T04:00,20,34.2
2023-02-05T05:00,34,32.7
2023-02-05T06:00,39,32.3
2023-02-05T07:00,33,32.7
2023-02-05T08:00,29,32.9
2023-02-05T09:00,34,31
2023-02-05T10:00,27,28.3
2023-02-05T11:00,30,31.7
2023-02-05T12:00,61,28.5
2023-02-05T13:00,65,25.4
2023-02-05T14:00,48,21.3
2023-02-05T15:00,50,21.5
2023-02-05T16:00,40,19.1
2023-02-05T17:00,53,17.7
2023-02-05T18:00,62,17
2023-02-05T19:00,90,14.1
2023-02-05T20:00,38,11.9
2023-02-05T21:00,18,14.2
2023-02-05T22:00,69,14.8
2023-02-05T23:00,30,14.2
2023-02-06T00:00,91,11.6
2023-02-06T01:00,92,8.2
2023-02-06T02:00,100,5.5
2023-02-06T03:00,66,3.8
2023-02-06T04:00,100,6.9
2023-02-06T05:00,100,9.7
2023-02-06T06:00,100,10.7
2023-02-06T07:00,90,15.9
2023-02-06T08:00,94,16.3
2023-02-06T09:00,90,16.1
2023-02-06T10:00,90,17.4
2023-02-06T11:00,90,21.2
2023-02-06T12:00,64,14.7
2023-02-06T13:00,13,15.2
2023-02-06T14:00,0,18
2023-02-06T15:00,1,18.1
2023-02-06T16:00,3,18.6
2023-02-06T17:00,5,5.5
2023-02-06T18:00,24,16.9
2023-02-06T19:00,28,22.3
2023-02-06T20:00,81,22.5
2023-02-06T21:00,90,20.1
2023-02-06T22:00,90,20.2
2023-02-06T23:00,90,18.9
2023-02-07T00:00,2,19.8
2023-02-07T01:00,1,19.6
2023-02-07T02:00,2,20.1
2023-02-07T03:00,47,20.6
2023-02-07T04:00,99,19.1
2023-02-07T05:00,97,17
2023-02-07T06:00,91,14.8
2023-02-07T07:00,90,15.5
2023-02-07T08:00,95,20.9
2023-02-07T09:00,100,21.1
2023-02-07T10:00,90,15.5
2023-02-07T11:00,94,12.4
2023-02-07T12:00,87,12.6
2023-02-07T13:00,71,10.5
2023-02-07T14:00,51,10.4
2023-02-07T15:00,23,11.4
2023-02-07T16:00,10,12
2023-02-07T17:00,6,13.9
2023-02-07T18:00,0,14.4
2023-02-07T19:00,0,16.9
2023-02-07T20:00,0,18.7
2023-02-07T21:00,0,18.7
2023-02-07T22:00,0,18
2023-02-07T23:00,0,18.6
2023-02-08T00:00,4,20.3
2023-02-08T01:00,15,20.6
2023-02-08T02:00,28,20.9
2023-02-08T03:00,57,19.7
2023-02-08T04:00,90,17.3
2023-02-08T05:00,90,14
2023-02-08T06:00,90,14.3
2023-02-08T07:00,100,20.9
2023-02-08T08:00,100,22.9
2023-02-08T09:00,100,22.5
2023-02-08T10:00,100,24.5
2023-02-08T11:00,100,24.9
2023-02-08T12:00,87,19.4
2023-02-08T13:00,28,18.6
2023-02-08T14:00,17,19.6
2023-02-08T15:00,0,21
2023-02-08T16:00,0,23.5
2023-02-08T17:00,0,27.4
2023-02-08T18:00,0,28.8
2023-02-08T19:00,2,28.8
2023-02-08T20:00,7,29.8
2023-02-08T21:00,4,31.4
2023-02-08T22:00,11,32.4
2023-02-08T23:00,31,31.8
2023-02-09T00:00,32,31
2023-02-09T01:00,30,30.8
2023-02-09T02:00,30,28.3
2023-02-09T03:00,30,27.9
2023-02-09T04:00,40,27.9
2023-02-09T05:00,72,27.5
2023-02-09T06:00,100,28
2023-02-09T07:00,100,26
2023-02-09T08:00,53,26
2023-02-09T09:00,0,28.2
2023-02-09T10:00,0,24.8
2023-02-09T11:00,16,22
2023-02-09T12:00,29,18.7
2023-02-09T13:00,29,18.9
2023-02-09T14:00,26,17.9
2023-02-09T15:00,30,16.9
2023-02-09T16:00,27,16.5
2023-02-09T17:00,7,19.1
2023-02-09T18:00,12,22.9
2023-02-09T19:00,23,24.3
2023-02-09T20:00,23,25.7
2023-02-09T21:00,19,26.8
2023-02-09T22:00,30,25.2
2023-02-09T23:00,19,24.5
2023-02-10T00:00,15,26.3
2023-02-10T01:00,7,27.7
2023-02-10T02:00,13,27
2023-02-10T03:00,45,25.7
2023-02-10T04:00,40,24.2
2023-02-10T05:00,32,24.4
2023-02-10T06:00,29,23.7
2023-02-10T07:00,28,24.5
2023-02-10T08:00,30,26.7
2023-02-10T09:00,29,28
2023-02-10T10:00,35,27
2023-02-10T11:00,86,23.4
2023-02-10T12:00,38,29.2
2023-02-10T13:00,34,30.6
2023-02-10T14:00,37,30.6
2023-02-10T15:00,34,29.9
2023-02-10T16:00,69,33.6
2023-02-10T17:00,46,36.1
2023-02-10T18:00,40,37.4
2023-02-10T19:00,31,35.4
2023-02-10T20:00,53,30.2
2023-02-10T21:00,59,30.7
2023-02-10T22:00,84,29.1
2023-02-10T23:00,56,29.8
2023-02-11T00:00,52,29
2023-02-11T01:00,100,30.1
2023-02-11T02:00,100,28.7
2023-02-11T03:00,100,27.6
2023-02-11T04:00,100,28.2
2023-02-11T05:00,100,28.7
2023-02-11T06:00,100,28.6
2023-02-11T07:00,100,29.5
2023-02-11T08:00,24,29.3
2023-02-11T09:00,17,27.5
2023-02-11T10:00,69,27.1
2023-02-11T11:00,100,26.5
2023-02-11T12:00,100,19.3
2023-02-11T13:00,100,15.1
2023-02-11T14:00,100,13.4
2023-02-11T15:00,90,12.4
2023-02-11T16:00,69,13.8
2023-02-11T17:00,62,18.5
2023-02-11T18:00,47,19
2023-02-11T19:00,42,17.7
2023-02-11T20:00,35,16.6
2023-02-11T21:00,55,15.9
2023-02-11T22:00,83,13.7
2023-02-11T23:00,90,11
2023-02-12T00:00,36,4.2
2023-02-12T01:00,30,3.4
2023-02-12T02:00,57,4.1
2023-02-12T03:00,70,5.5
2023-02-12T04:00,73,8.2
2023-02-12T05:00,77,13
2023-02-12T06:00,90,14.3
2023-02-12T07:00,90,13.4
2023-02-12T08:00,90,12.6
2023-02-12T09:00,90,12.5
2023-02-12T10:00,90,11.8
2023-02-12T11:00,90,9.7
2023-02-12T12:00,90,8
2023-02-12T13:00,90,7.9
2023-02-12T14:00,90,8.3
2023-02-12T15:00,90,8.7
2023-02-12T16:00,90,6.6
2023-02-12T17:00,90,10
2023-02-12T18:00,90,15.1
2023-02-12T19:00,90,16.3
2023-02-12T20:00,90,15.2
2023-02-12T21:00,90,17.6
2023-02-12T22:00,90,16.9
2023-02-12T23:00,90,15.5
2023-02-13T00:00,79,14.8
2023-02-13T01:00,40,16.5
2023-02-13T02:00,59,17
2023-02-13T03:00,90,16
2023-02-13T04:00,85,17.3
2023-02-13T05:00,14,15.3
2023-02-13T06:00,49,15.9
2023-02-13T07:00,64,15.1
2023-02-13T08:00,39,14.6
2023-02-13T09:00,66,13.3
2023-02-13T10:00,74,10.5
2023-02-13T11:00,90,17.2
2023-02-13T12:00,64,16.7
2023-02-13T13:00,37,15.6
2023-02-13T14:00,25,16.3
2023-02-13T15:00,20,18.3
2023-02-13T16:00,0,18.7
2023-02-13T17:00,0,19.6
2023-02-13T18:00,0,20.7
2023-02-13T19:00,3,21.3
2023-02-13T20:00,3,21.8
2023-02-13T21:00,3,22.1
2023-02-13T22:00,0,22.4
2023-02-13T23:00,0,23
2023-02-14T00:00,0,22.5
2023-02-14T01:00,0,21.3
2023-02-14T02:00,0,20.2
2023-02-14T03:00,9,19.3
2023-02-14T04:00,10,19.7
2023-02-14T05:00,98,18.2
2023-02-14T06:00,93,16.8
2023-02-14T07:00,90,17.6
2023-02-14T08:00,90,18.7
2023-02-14T09:00,90,22.1
2023-02-14T10:00,90,26.4
2023-02-14T11:00,90,24.8
2023-02-14T12:00,90,10.7
2023-02-14T13:00,23,9.3
2023-02-14T14:00,3,9.7
2023-02-14T15:00,10,11.1
2023-02-14T16:00,2,15
2023-02-14T17:00,0,16.9
2023-02-14T18:00,0,16.8
2023-02-14T19:00,2,16.8
2023-02-14T20:00,13,17
2023-02-14T21:00,92,17.6
2023-02-14T22:00,100,19.8
2023-02-14T23:00,93,22
2023-02-15T00:00,36,23.7
2023-02-15T01:00,44,24.1
2023-02-15T02:00,30,23
2023-02-15T03:00,30,22.6
2023-02-15T04:00,30,22.8
2023-02-15T05:00,30,22.7
2023-02-15T06:00,30,25
2023-02-15T07:00,30,27.2
2023-02-15T08:00,40,28.3
2023-02-15T09:00,33,28
2023-02-15T10:00,54,32.7
2023-02-15T11:00,84,25.7
2023-02-15T12:00,70,23.7
2023-02-15T13:00,31,23.9
2023-02-15T14:00,21,24
2023-02-15T15:00,0,23.2
2023-02-15T16:00,0,28.9
2023-02-15T17:00,1,30.5
2023-02-15T18:00,2,31.1
2023-02-15T19:00,1,28.3
2023-02-15T20:00,82,30.4
2023-02-15T21:00,57,31.1
2023-02-15T22:00,35,31.6
2023-02-15T23:00,83,29.8
2023-02-16T00:00,64,28.9
2023-02-16T01:00,100,26.2
2023-02-16T02:00,100,23.8
2023-02-16T03:00,90,23.8
2023-02-16T04:00,90,25.5
2023-02-16T05:00,100,22.2
2023-02-16T06:00,100,22.3
2023-02-16T07:00,100,28.2
2023-02-16T08:00,100,31.2
2023-02-16T09:00,83,33.7
2023-02-16T10:00,100,35.1
2023-02-16T11:00,100,33.5
2023-02-16T12:00,100,33.4
2023-02-16T13:00,100,32
2023-02-16T14:00,100,32.4
2023-02-16T15:00,100,31.3
2023-02-16T16:00,100,31.2
2023-02-16T17:00,100,31.7
2023-02-16T18:00,100,32.5
2023-02-16T19:00,56,32.7
2023-02-16T20:00,65,33.7
2023-02-16T21:00,44,34
2023-02-16T22:00,87,36.5
2023-02-16T23:00,98,39.1
2023-02-17T00:00,79,40.4
2023-02-17T01:00,100,42.2
2023-02-17T02:00,100,44.3
2023-02-17T03:00,100,41.2
2023-02-17T04:00,100,44.5
2023-02-17T05:00,100,49.3
2023-02-17T06:00,63,49.7
2023-02-17T07:00,77,48.4
2023-02-17T08:00,100,47.6
2023-02-17T09:00,100,48.9
2023-02-17T10:00,100,48.6
2023-02-17T11:00,100,43.5
2023-02-17T12:00,85,47.3
2023-02-17T13:00,82,43.6
2023-02-17T14:00,100,36.8
2023-02-17T15:00,60,35.4
2023-02-17T16:00,44,33.4
2023-02-17T17:00,50,28.4
2023-02-17T18:00,100,28
2023-02-17T19:00,100,27.5
2023-02-17T20:00,75,24
2023-02-17T21:00,100,19.6
2023-02-17T22:00,84,21.3
2023-02-17T23:00,100,26.6
2023-02-18T00:00,100,30.8
2023-02-18T01:00,100,36.7
2023-02-18T02:00,100,42.2
2023-02-18T03:00,100,42
2023-02-18T04:00,100,45.9
2023-02-18T05:00,100,44.2
2023-02-18T06:00,81,44.6
2023-02-18T07:00,100,45.2
2023-02-18T08:00,100,44.9
2023-02-18T09:00,100,43.8
2023-02-18T10:00,99,39
2023-02-18T11:00,74,47.5
2023-02-18T12:00,74,42.2
2023-02-18T13:00,90,38.9
2023-02-18T14:00,100,36.1
2023-02-18T15:00,74,30.2
2023-02-18T16:00,100,30.8
2023-02-18T17:00,100,32.8
2023-02-18T18:00,100,30.5
2023-02-18T19:00,100,31.2
2023-02-18T20:00,31,34.1
2023-02-18T21:00,100,38.2
2023-02-18T22:00,96,39.3
2023-02-18T23:00,31,41.4
2023-02-19T00:00,90,39
2023-02-19T01:00,100,39.4
2023-02-19T02:00,100,40
2023-02-19T03:00,68,38.8
2023-02-19T04:00,65,38.3
2023-02-19T05:00,53,35.3
2023-02-19T06:00,100,34.5
2023-02-19T07:00,100,34.8
2023-02-19T08:00,100,33.4
2023-02-19T09:00,94,28.8
2023-02-19T10:00,94,23
2023-02-19T11:00,100,20.1
2023-02-19T12:00,100,22.1
2023-02-19T13:00,100,22.5
2023-02-19T14:00,51,23.9
2023-02-19T15:00,30,20.3
2023-02-19T16:00,44,19.7
2023-02-19T17:00,31,21.5
2023-02-19T18:00,89,27.8
2023-02-19T19:00,69,32
2023-02-19T20:00,41,34.9
2023-02-19T21:00,19,36.4
2023-02-19T22:00,11,37.4
2023-02-19T23:00,4,38.7
2023-02-20T00:00,9,39.9
2023-02-20T01:00,30,42.3
2023-02-20T02:00,24,42.3
2023-02-20T03:00,79,43.8
2023-02-20T04:00,90,42.6
2023-02-20T05:00,92,40.8
2023-02-20T06:00,76,43.5
2023-02-20T07:00,92,40.3
2023-02-20T08:00,90,36.2
2023-02-20T09:00,90,35.3
2023-02-20T10:00,90,31.8
2023-02-20T11:00,90,47.2
2023-02-20T12:00,7,38
2023-02-20T13:00,20,46.3
2023-02-20T14:00,14,42.9
2023-02-20T15:00,2,37.9
2023-02-20T16:00,4,35.2
2023-02-20T17:00,2,35.5
2023-02-20T18:00,3,34.3
2023-02-20T19:00,4,33.6
2023-02-20T20:00,15,32.1
2023-02-20T21:00,24,29.7
2023-02-20T22:00,90,29.7
2023-02-20T23:00,55,30.3
2023-02-21T00:00,90,26.4
2023-02-21T01:00,20,24.4
2023-02-21T02:00,0,23.9
2023-02-21T03:00,4,22
2023-02-21T04:00,15,21.1
2023-02-21T05:00,100,21.6
2023-02-21T06:00,100,19.5
2023-02-21T07:00,100,16.2
2023-02-21T08:00,100,14.1
2023-02-21T09:00,100,12.4
2023-02-21T10:00,100,13.6
2023-02-21T11:00,100,15.5
2023-02-21T12:00,100,18
2023-02-21T13:00,100,18.6
2023-02-21T14:00,100,18.3
2023-02-21T15:00,63,17.6
2023-02-21T16:00,23,16.1
2023-02-21T17:00,10,16.2
2023-02-21T18:00,100,20.2
2023-02-21T19:00,100,22.5
2023-02-21T20:00,100,21
2023-02-21T21:00,100,17.7
2023-02-21T22:00,100,14
2023-02-21T23:00,64,19.8
2023-02-22T00:00,32,23.8
2023-02-22T01:00,31,21.5
2023-02-22T02:00,53,24.7
2023-02-22T03:00,90,21.1
2023-02-22T04:00,84,15.9
2023-02-22T05:00,53,21.1
2023-02-22T06:00,90,19.3
2023-02-22T07:00,74,15
2023-02-22T08:00,61,12
2023-02-22T09:00,66,11.7
2023-02-22T10:00,100,9.2
2023-02-22T11:00,100,13
2023-02-22T12:00,100,14.3
2023-02-22T13:00,100,14.7
2023-02-22T14:00,100,15.4
2023-02-22T15:00,100,18.7
2023-02-22T16:00,100,16.5
2023-02-22T17:00,100,17
2023-02-22T18:00,100,17.8
2023-02-22T19:00,79,18.9
2023-02-22T20:00,80,19.6
2023-02-22T21:00,91,21
2023-02-22T22:00,41,23.4
2023-02-22T23:00,20,23.3
2023-02-23T00:00,100,21.2
2023-02-23T01:00,100,20.3
2023-02-23T02:00,100,20.5
2023-02-23T03:00,100,22.4
2023-02-23T04:00,100,25.7
2023-02-23T05:00,100,32.7
2023-02-23T06:00,100,36.8
2023-02-23T07:00,100,38.2
2023-02-23T08:00,100,36.8
2023-02-23T09:00,100,33.7
2023-02-23T10:00,100,31
2023-02-23T11:00,98,33.3
2023-02-23T12:00,100,32.7
2023-02-23T13:00,100,29.8
2023-02-23T14:00,100,28.4
2023-02-23T15:00,100,28
2023-02-23T16:00,90,23.5
2023-02-23T17:00,2,18.1
2023-02-23T18:00,0,19
2023-02-23T19:00,0,13.6
2023-02-23T20:00,1,15.9
2023-02-23T21:00,18,17.1
2023-02-23T22:00,29,15.5
2023-02-23T23:00,30,17.4
2023-02-24T00:00,30,25.4
2023-02-24T01:00,30,28.6
2023-02-24T02:00,41,30.4
2023-02-24T03:00,88,29.5
2023-02-24T04:00,93,28.9
2023-02-24T05:00,62,30.2
2023-02-24T06:00,94,31.5
2023-02-24T07:00,95,30.9
2023-02-24T08:00,100,28.4
2023-02-24T09:00,100,26.6
2023-02-24T10:00,100,27.3
2023-02-24T11:00,100,28.7
2023-02-24T12:00,63,31.4
2023-02-24T13:00,51,33.3
2023-02-24T14:00,94,36.5
2023-02-24T15:00,80,34.3
2023-02-24T16:00,49,35.3
2023-02-24T17:00,76,35.1
2023-02-24T18:00,46,34.2
2023-02-24T19:00,20,34.9
2023-02-24T20:00,46,34.1
2023-02-24T21:00,45,34.1
2023-02-24T22:00,64,32.5
2023-02-24T23:00,53,32.2
2023-02-25T00:00,48,32
2023-02-25T01:00,81,30.7
2023-02-25T02:00,54,29.9
2023-02-25T03:00,40,31.7
2023-02-25T04:00,58,32.1
2023-02-25T05:00,65,32.8
2023-02-25T06:00,28,33.1
2023-02-25T07:00,76,35.5
2023-02-25T08:00,17,33
2023-02-25T09:00,32,36.3
2023-02-25T10:00,33,40.3
2023-02-25T11:00,34,38.9
2023-02-25T12:00,44,36.6
2023-02-25T13:00,77,39.8
2023-02-25T14:00,78,36.8
2023-02-25T15:00,79,38
2023-02-25T16:00,52,35.7
2023-02-25T17:00,26,32
2023-02-25T18:00,19,29.8
2023-02-25T19:00,41,29
2023-02-25T20:00,40,28.6
2023-02-25T21:00,47,28.5
2023-02-25T22:00,36,29.5
2023-02-25T23:00,83,31.5
2023-02-26T00:00,87,28
2023-02-26T01:00,74,28.2
2023-02-26T02:00,85,30
2023-02-26T03:00,100,28.3
2023-02-26T04:00,46,25.2
2023-02-26T05:00,100,25.7
2023-02-26T06:00,100,24.2
2023-02-26T07:00,100,24.2
2023-02-26T08:00,50,23.7
2023-02-26T09:00,5,23.6
2023-02-26T10:00,100,29
2023-02-26T11:00,100,29.3
2023-02-26T12:00,44,26
2023-02-26T13:00,29,26.7
2023-02-26T14:00,18,25.5
2023-02-26T15:00,72,27
2023-02-26T16:00,80,24.1
2023-02-26T17:00,11,23
2023-02-26T18:00,19,24.9
2023-02-26T19:00,70,26.1
2023-02-26T20:00,52,26.3
2023-02-26T21:00,63,24.5
2023-02-26T22:00,99,23.4
2023-02-26T23:00,87,23.6
2023-02-27T00:00,67,23.9
2023-02-27T01:00,63,24.7
2023-02-27T02:00,75,24
2023-02-27T03:00,87,21.7
2023-02-27T04:00,100,21
2023-02-27T05:00,100,24.5
2023-02-27T06:00,92,24
2023-02-27T07:00,100,26.4
2023-02-27T08:00,100,24.3
2023-02-27T09:00,100,24.6
2023-02-27T10:00,86,26.9
2023-02-27T11:00,73,23
2023-02-27T12:00,90,20.5
2023-02-27T13:00,90,21.5
2023-02-27T14:00,90,23.2
2023-02-27T15:00,87,25.2
2023-02-27T16:00,90,26.3
2023-02-27T17:00,44,25.2
2023-02-27T18:00,4,22.6
2023-02-27T19:00,2,20.8
2023-02-27T20:00,1,19.1
2023-02-27T21:00,11,19.7
2023-02-27T22:00,22,20.9
2023-02-27T23:00,23,19.1
2023-02-28T00:00,17,19.3
2023-02-28T01:00,24,17.8
2023-02-28T02:00,41,18.7
2023-02-28T03:00,70,20.3
2023-02-28T04:00,90,21.1
2023-02-28T05:00,90,19.9
2023-02-28T06:00,90,18
2023-02-28T07:00,90,20.9
2023-02-28T08:00,47,23.1
2023-02-28T09:00,100,28.1
2023-02-28T10:00,100,31.3
2023-02-28T11:00,100,29.3
2023-02-28T12:00,100,30.8
2023-02-28T13:00,90,30
2023-02-28T14:00,75,29.5
2023-02-28T15:00,100,27.3
2023-02-28T16:00,90,27.3
2023-02-28T17:00,90,24.8
2023-02-28T18:00,90,24.3
2023-02-28T19:00,90,23.7
2023-02-28T20:00,90,22.5
2023-02-28T21:00,90,20.3
2023-02-28T22:00,90,18
2023-02-28T23:00,90,15.3
2023-03-01T00:00,90,16.3
2023-03-01T01:00,90,18.2
2023-03-01T02:00,90,20.2
2023-03-01T03:00,90,18.4
2023-03-01T04:00,90,15.8
2023-03-01T05:00,90,14.2
2023-03-01T06:00,90,18
2023-03-01T07:00,73,19.9
2023-03-01T08:00,95,18.2
2023-03-01T09:00,100,19.5
2023-03-01T10:00,100,27.4
2023-03-01T11:00,51,21
2023-03-01T12:00,100,23.9
2023-03-01T13:00,100,21.7
2023-03-01T14:00,91,20.4
2023-03-01T15:00,89,20.4
2023-03-01T16:00,71,20.6
2023-03-01T17:00,90,19.1
2023-03-01T18:00,90,17
2023-03-01T19:00,63,17.1
2023-03-01T20:00,60,19.4
2023-03-01T21:00,33,20.9
2023-03-01T22:00,46,22.4
2023-03-01T23:00,49,20.9
2023-03-02T00:00,44,21.7
2023-03-02T01:00,4,22.7
2023-03-02T02:00,19,23.9
2023-03-02T03:00,52,23.8
2023-03-02T04:00,53,25
2023-03-02T05:00,68,25.2
2023-03-02T06:00,72,25.2
2023-03-02T07:00,58,24.5
2023-03-02T08:00,50,24.5
2023-03-02T09:00,83,29.7
2023-03-02T10:00,90,28.5
2023-03-02T11:00,90,25.5
2023-03-02T12:00,90,21.6
2023-03-02T13:00,86,20.5
2023-03-02T14:00,77,21.9
2023-03-02T15:00,75,24.8
2023-03-02T16:00,90,25.9
2023-03-02T17:00,90,27.2
2023-03-02T18:00,90,25.7
2023-03-02T19:00,90,25.5
2023-03-02T20:00,90,24.7
2023-03-02T21:00,90,23.7
2023-03-02T22:00,90,21.8
2023-03-02T23:00,90,21.3
2023-03-03T00:00,89,22.5
2023-03-03T01:00,84,22.6
2023-03-03T02:00,90,22.7
2023-03-03T03:00,90,22.9
2023-03-03T04:00,90,22.6
2023-03-03T05:00,90,22.3
2023-03-03T06:00,90,22.2
2023-03-03T07:00,90,21.6
2023-03-03T08:00,90,18.3
2023-03-03T09:00,90,15.3
2023-03-03T10:00,90,21.6
2023-03-03T11:00,90,23.3
2023-03-03T12:00,90,20.9
2023-03-03T13:00,90,20.3
2023-03-03T14:00,80,21.7
2023-03-03T15:00,90,23.9
2023-03-03T16:00,90,24.7
2023-03-03T17:00,83,24.2
2023-03-03T18:00,90,22.8
2023-03-03T19:00,85,24.3
2023-03-03T20:00,90,24.2
2023-03-03T21:00,90,24.9
2023-03-03T22:00,90,24.2
2023-03-03T23:00,90,23.4
2023-03-04T00:00,90,19.8
2023-03-04T01:00,90,21.6
2023-03-04T02:00,90,20.9
2023-03-04T03:00,90,21
2023-03-04T04:00,90,21.8
2023-03-04T05:00,86,21.4
2023-03-04T06:00,90,19.4
2023-03-04T07:00,90,20.1
2023-03-04T08:00,90,22.2
2023-03-04T09:00,90,27.1
2023-03-04T10:00,90,21.8
2023-03-04T11:00,90,28.7
2023-03-04T12:00,90,27.2
2023-03-04T13:00,90,26.4
2023-03-04T14:00,90,26.4
2023-03-04T15:00,90,26.8
2023-03-04T16:00,90,26.1
2023-03-04T17:00,94,25.9
2023-03-04T18:00,92,23.2
2023-03-04T19:00,92,23.3
2023-03-04T20:00,100,22.7
2023-03-04T21:00,100,22.2
2023-03-04T22:00,100,22.7
2023-03-04T23:00,100,21.5
2023-03-05T00:00,100,20
2023-03-05T01:00,100,20.1
2023-03-05T02:00,100,19.9
2023-03-05T03:00,85,21.1
2023-03-05T04:00,100,23.7
2023-03-05T05:00,100,23.6
2023-03-05T06:00,100,24.3
2023-03-05T07:00,100,24
2023-03-05T08:00,100,21.7
2023-03-05T09:00,100,20.6
2023-03-05T10:00,100,18.6
2023-03-05T11:00,100,15.5
2023-03-05T12:00,100,14
2023-03-05T13:00,100,16.5
2023-03-05T14:00,100,15.8
2023-03-05T15:00,100,15.3
2023-03-05T16:00,100,18.1
2023-03-05T17:00,100,14.8
2023-03-05T18:00,100,13.5
2023-03-05T19:00,100,11.8
2023-03-05T20:00,100,12.2
2023-03-05T21:00,100,12.1
2023-03-05T22:00,100,14
2023-03-05T23:00,12,16.3
2023-03-06T00:00,2,20
2023-03-06T01:00,24,18.3
2023-03-06T02:00,12,20.3
2023-03-06T03:00,54,20.6
2023-03-06T04:00,90,18.8
2023-03-06T05:00,90,19.6
2023-03-06T06:00,90,18
2023-03-06T07:00,83,19.3
2023-03-06T08:00,90,22.8
2023-03-06T09:00,100,20.2
2023-03-06T10:00,100,20.2
2023-03-06T11:00,100,23.3
2023-03-06T12:00,100,24.9
2023-03-06T13:00,100,21.9
2023-03-06T14:00,100,25
2023-03-06T15:00,100,30.6
2023-03-06T16:00,100,30.3
2023-03-06T17:00,100,34.6
2023-03-06T18:00,100,33.9
2023-03-06T19:00,95,35.3
2023-03-06T20:00,89,32.4
2023-03-06T21:00,100,25.9
2023-03-06T22:00,88,21.5
2023-03-06T23:00,100,20.8
2023-03-07T00:00,88,21.1
2023-03-07T01:00,95,20.4
2023-03-07T02:00,97,18.3
2023-03-07T03:00,100,17.2
2023-03-07T04:00,100,13.4
2023-03-07T05:00,100,13.5
2023-03-07T06:00,100,16
2023-03-07T07:00,100,17.8
2023-03-07T08:00,95,17.8
2023-03-07T09:00,91,17.1
2023-03-07T10:00,48,16.3
2023-03-07T11:00,89,18.4
2023-03-07T12:00,100,24.7
2023-03-07T13:00,50,22.8
2023-03-07T14:00,40,25.1
2023-03-07T15:00,28,25.3
2023-03-07T16:00,18,23.6
2023-03-07T17:00,1,19.8
2023-03-07T18:00,1,15.9
2023-03-07T19:00,0,12.5
2023-03-07T20:00,0,9.8
2023-03-07T21:00,0,7.6
2023-03-07T22:00,9,6.6
2023-03-07T23:00,27,10.2
2023-03-08T00:00,30,18.5
2023-03-08T01:00,31,18.7
2023-03-08T02:00,89,16
2023-03-08T03:00,90,16.3
2023-03-08T04:00,90,22
2023-03-08T05:00,90,24.2
2023-03-08T06:00,90,23.8
2023-03-08T07:00,90,22.8
2023-03-08T08:00,92,24.4
2023-03-08T09:00,100,25.9
2023-03-08T10:00,100,30.1
2023-03-08T11:00,100,30.3
2023-03-08T12:00,100,31.7
2023-03-08T13:00,100,31.3
2023-03-08T14:00,100,25.6
2023-03-08T15:00,94,25.7
2023-03-08T16:00,100,28.2
2023-03-08T17:00,100,28.9
2023-03-08T18:00,100,30.5
2023-03-08T19:00,100,29.3
2023-03-08T20:00,100,28.7
2023-03-08T21:00,100,26.9
2023-03-08T22:00,100,27.1
2023-03-08T23:00,100,24.5
2023-03-09T00:00,82,22.8
2023-03-09T01:00,100,22.7
2023-03-09T02:00,75,23.7
2023-03-09T03:00,100,19.7
2023-03-09T04:00,100,19.1
2023-03-09T05:00,100,17.2
2023-03-09T06:00,96,17.3
2023-03-09T07:00,95,17.7
2023-03-09T08:00,100,21
2023-03-09T09:00,100,23.4
2023-03-09T10:00,100,24.9
2023-03-09T11:00,100,24.4
2023-03-09T12:00,100,31
2023-03-09T13:00,100,31
2023-03-09T14:00,100,31.7
2023-03-09T15:00,100,37.6
2023-03-09T16:00,100,37.6
2023-03-09T17:00,100,37.4
2023-03-09T18:00,100,38.7
2023-03-09T19:00,100,39.2
2023-03-09T20:00,100,38.9
2023-03-09T21:00,100,40.7
2023-03-09T22:00,100,42
2023-03-09T23:00,100,39.8
2023-03-10T00:00,100,37
2023-03-10T01:00,100,36.9
2023-03-10T02:00,100,38.1
2023-03-10T03:00,100,38.5
2023-03-10T04:00,100,38.9
2023-03-10T05:00,100,42.2
2023-03-10T06:00,100,45.3
2023-03-10T07:00,100,50.7
2023-03-10T08:00,100,50.7
2023-03-10T09:00,100,51.4
2023-03-10T10:00,100,49.6
2023-03-10T11:00,100,43.7
2023-03-10T12:00,100,46.5
2023-03-10T13:00,38,43
2023-03-10T14:00,36,42.7
2023-03-10T15:00,34,38.4
2023-03-10T16:00,26,32.6
2023-03-10T17:00,21,29.3
2023-03-10T18:00,22,26.9
2023-03-10T19:00,62,24.2
2023-03-10T20:00,67,23.7
2023-03-10T21:00,67,25.9
2023-03-10T22:00,17,26.6
2023-03-10T23:00,55,26.7
2023-03-11T00:00,90,25.7
2023-03-11T01:00,79,22.7
2023-03-11T02:00,48,17.8
2023-03-11T03:00,38,16.3
2023-03-11T04:00,2,13.2
2023-03-11T05:00,56,10.6
2023-03-11T06:00,58,8.9
